,track_id,id,name,followers,genres,popularity,extract_date
257,2TPVcP6b0YQ436pzI2uxjL,5jgE1ulvZ7sJpjlTwAOWPd,Daichi Yamamoto,35136,"['j-rap', 'japanese r&b']",46,2023-03-27
258,2TPVcP6b0YQ436pzI2uxjL,0FB6beTn4vescDdnHeCUm9,Shing02,69221,['ambeat'],51,2023-03-27
262,2Z98lKrvtMjVrPLlajm4MY,5vEZZrTMbKhrd5Mgs37m8p,DJ CHARI,36798,"['j-rap', 'japanese trap']",45,2023-03-27
263,2Z98lKrvtMjVrPLlajm4MY,22CyfYzF7NMyITy8gKIYT5,DJ TATSUKI,6536,['j-rap'],46,2023-03-27
264,2Z98lKrvtMjVrPLlajm4MY,05mWue0RvlBL9VqcG3xCwK,Jin Dogg,55931,"['j-rap', 'japanese trap']",49,2023-03-27
265,2Z98lKrvtMjVrPLlajm4MY,2KpK4apOMD6evPHoPggSVF,LEX,108664,"['j-rap', 'japanese trap']",55,2023-03-27
266,2Z98lKrvtMjVrPLlajm4MY,1hvu40N8E6jm8OtwgCo6q1,YOUNGBONG,569,['thai hip hop'],24,2023-03-27
272,388ahIBWp3cQTi2Yqw8HTd,1XoQClD6pvwGhLXBLHQ5x3,Azhr,1297,['indonesian lo-fi pop'],28,2023-03-27
273,388ahIBWp3cQTi2Yqw8HTd,3jGBrkfigCO8a21DpyiOMa,Dreane,2879,[],30,2023-03-27
276,3Jzc8txMyjGj0OQU1DsEl6,3mNygoyrEKLgo6sx0MzwOL,Ali Farka Touré,232221,"['afrobeat', 'afropop', 'desert blues', 'malian blues', 'mande pop', 'world']",51,2023-03-27
278,3Mea3IdehdZjKV1P1KXbnh,1h9MPFKFUMiWJewgZEeScp,Teres,1007,"['japanese instrumental', 'piano cover']",47,2023-03-27
280,3O1IQIwr9vG6ZpqhMhntTE,4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,4932355,"['classical', 'classical era']",76,2023-03-27
281,3O1IQIwr9vG6ZpqhMhntTE,2fFxNneQmtCTdIwEpfXnqe,Quatuor Ébène,15843,"['classical performance', 'quatuor a cordes', 'string quartet']",41,2023-03-27
282,3O1IQIwr9vG6ZpqhMhntTE,31U8AuKww3USO1uWfUBnlr,Antoine Tamestit,3332,"['classical performance', 'viola']",35,2023-03-27
286,3VHaVKapW08B4NmHkeY08J,34tJ8UnaAbWcrug3Nym7ZO,OZworld,99143,"['j-rap', 'japanese trap']",54,2023-03-27
288,3al25dOepUordzWk36dz7r,16J0pDSrYEctKiVYogq2aI,Anthony Wong,39822,"['c-pop', 'cantopop', 'chinese indie', 'classic cantopop', 'hong kong indie']",38,2023-03-27
290,3gqtGVF7wSxbdNg3v5uRE2,1a6hwHX0XKVKDpicEmwzCj,JUMADIBA,5987,"['j-rap', 'japanese underground rap']",39,2023-03-27
292,42E1wt4PuswhRLnpoGJu7y,5OH6mZ9jAWB8UnC1447H1j,Colin James,27730,"['blues rock', 'canadian blues', 'classic canadian rock', 'electric blues', 'modern blues']",41,2023-03-27
294,48WPGpuRXtUYWa353MFFtU,6bp17u6Ya0RGnEobNVGvwS,Sue Foley,18137,"['acoustic blues', 'blues', 'canadian blues', 'electric blues', 'modern blues']",31,2023-03-27
296,4KIpLlCHvnONpgZ7vtHpKe,09zTbBto6vE4LzVjQluIz2,Relaxing Piano Crew,10457,['pianissimo'],55,2023-03-27
298,4PaiDBUnMbJ3M8SRk4J7ew,2w1klrlMW8RqL6YLOy0OKs,Ben Utomo,13007,['indonesian hip hop'],39,2023-03-27
299,4PaiDBUnMbJ3M8SRk4J7ew,7EI2yC73aMIPjyOeV0MCgF,Kay Oscar,19,[],13,2023-03-27
302,4RYAAiseMDi3NlWooNNdIz,5OH6mZ9jAWB8UnC1447H1j,Colin James,27730,"['blues rock', 'canadian blues', 'classic canadian rock', 'electric blues', 'modern blues']",41,2023-03-27
304,4VQuHpxtgt8eImh1ubNlFh,0Pe7Z6GVLPZy15Yo9gH1Qy,石山街,2643,['hk-pop'],19,2023-03-27
306,4bdxwgg19R7gU9xmbQqnR7,6ccyDNcfDQR2yDbF3JV0xl,Sheila Majid,29937,"['classic malaysian pop', 'indonesian city pop']",36,2023-03-27
308,4teQ3f3vDVI3ht3GCrYIbj,2dO3ifkbiQLreBJYSvkbsg,week dudus,17969,['j-rap'],40,2023-03-27
310,5EDhJ8rDbJ4DnzK66HUUbl,1Hu58yHg2CXNfDhlPd7Tdd,Jacky Cheung,1446275,"['c-pop', 'cantopop', 'classic cantopop', 'classic mandopop', 'mandopop']",62,2023-03-27
312,5L8VFI43vnr1n9O1t2xYOn,1bt3qLrv0clLAZStcQf4zy,Tara Lily,4267,['british soul'],26,2023-03-27
314,5YamNEPEtoovtVgLWPZThg,4L05lOQs0iZSVhrnnqS66E,Skaai,14353,"['j-rap', 'japanese r&b']",47,2023-03-27
316,5ahBlFwlltrOH60S5NGrCY,3eAw8vSPkVqu0VfSZxv79h,Kobi Cantillo,99089,"['pop reggaeton', 'urbano latino']",38,2023-03-27
318,5lATuYMypIhU5u566zV0dq,0YbxnfnDyzHtDBPOvIMqEq,Japanese Magenese,23881,['j-rap'],43,2023-03-27
319,5lATuYMypIhU5u566zV0dq,5RNhX2Lm64fQpfcHwOWSbx,J-Rexxx,20550,['j-reggae'],44,2023-03-27
322,5pevwwP5GLIcF63DkYFBl7,5c3GLXai8YOMid29ZEuR9y,Nick Drake,703155,"['art rock', 'british folk', 'classic rock', 'folk', 'folk rock', 'melancholia', 'rock', 'singer-songwriter']",64,2023-03-27
324,5xFqksMAUocMpcHM8jKiO8,4Aarr7f0itQ2WFmmiPcriK,Dar Williams,54298,"['ectofolk', 'folk', 'lilith', ""women's music""]",39,2023-03-27
326,5yghSwq7jePANBrd72J8Ly,2AXYLreE6e33pDQgQNNNyu,Thanks! I Hate It,619,[],19,2023-03-27
