,track_id,album_id,artists_id
109,4PCVVIrUDldF5r7RXtOB5W,5QcyFFfTjCqvhVUO9Dl8pf,['5KQX0Ui06LVm6PApyicRFK']
110,5TA9pPL5ATRFcyI9rRBMQ0,0yLhNN1wvArT1xOU9Y8s4S,['4GepMkTgrIZECoCC55vqjW']
111,7xHWNBFm6ObGEQPaUxHuKO,2eV6DIPDnGl1idcjww6xyX,"['5WUlDfRSoLAfcVSX1WnrxN', '2YZyLoL8N0Wb9xBt1NhZWg']"
112,2Z8WuEywRWYTKe1NybPQEW,3cQO7jp5S9qLBoIVtbkSM1,['3YQKmKGau1PzlVlkL1iodx']
113,5HABnFSYvl6mTmg8nSdzHa,22lEQJ7khtB2yvsq84FDQb,"['21451j1KhjAiaYKflxBjr1', '1SupJlEpv7RS2tPNRaHViT']"
114,08WLghN4UZFMGN532uvako,79td5wJW8V4nVgnCUEKWbJ,['2eEmsgWmUFMbtU7agJpnjY']
115,2zrcunkMh2pG74NKLQagf7,5BS55Mthq5I0pN5N0mHaIM,['7d1kmnhwauydKmuAvjgQrH']
116,3hB5DgAiMAQ4DzYbsMq1IT,7fZH0aUAjY3ay25obOUf2a,['1uNFoZAHBGtllmzznpCI3s']
117,6Ol4gn2vFyn4dckha1fGaN,3cz9fxBXppuImbufikGk2D,['4PdggFNYwGfjRfkdG5OfES']
118,1v78qANb9b176fgEzR2eaW,3FkNfMOBf4yMZJJEOwGcb4,['27Yc5RzJf27tJfqezJnHY1']
119,2CkHE54EH44Qj945ynQRw7,6efrJuQzniYmb1SAuaKjTO,"['7okwEbXzyT2VffBmyQBWLz', '1SupJlEpv7RS2tPNRaHViT']"
120,0mX14Kpe4VTYmkqRgGslT5,45J24eNEQUEY3GNo44xgkw,['27Yc5RzJf27tJfqezJnHY1']
121,6LxbbZYulsV3tCZvKpJgSh,2d464MIul4qQIaFijUFtiL,['27Yc5RzJf27tJfqezJnHY1']
122,0azC730Exh71aQlOt9Zj3y,3pEgGUv379EDinvg1TN7Kt,"['7CajNmpbOovFoOoasH2HaY', '5pKCCKE2ajJHZ9KAiaK11H']"
123,733ybNEEEXHYxfk8sK6MRO,2UfhDAFGBeNbKW6X2NKFcY,"['5NS0854TqZQVoRmJKSWtFZ', '4VMYDCV2IEDYJArk749S6m', '33ScadVnbm2X8kkUqOkC6Z', '3E6xrwgnVfYCrCs0ePERDz']"
124,0tICYNayWWhH9GPeFrfjfD,3nxlM2DFwij3JVP55yNRya,"['7keGfmQR4X5w0two1xKZ7d', '726MxZBpkxnnoKl6aN7mmj']"
125,5EHRc2WJASyZg3alJqsbqU,5utAZ2gLHaRWCTAzbG5e0t,['04TVfWdJWbfH0FOT2zA1Tg']
126,11aJTEmPwKKoKRTpsudE1H,45J24eNEQUEY3GNo44xgkw,['27Yc5RzJf27tJfqezJnHY1']
127,69bp2EbF7Q2rqc5N3ylezZ,7fZH0aUAjY3ay25obOUf2a,['1uNFoZAHBGtllmzznpCI3s']
128,6lip7aGS7oXloGk1XFCqWH,0yLhNN1wvArT1xOU9Y8s4S,['4GepMkTgrIZECoCC55vqjW']
129,0mDYDLR1KToBR4plxAj4O4,65dQyyraJad9RCxPm0Hk8C,"['0JMR248CSpmfp3eoi93iGC', '6nEgkeR03q2qtKZmrVq100']"
130,74onbSJ49kgKFGrwUwY9oC,3oeLFcOpYbiDTjJ4UNfEjD,['2zCQFd804DNH07QAI3xa25']
131,1BygxKyZjq2xjQiFMkSFGp,5pmzAkyir6lTI7V0dYx7WD,['2jSGzJw0ebJLu7OLVSOcBP']
132,5dH7o4TP3HYLvCjo4QAhhv,70gYI7nc9EVjuw0vHfpewM,"['43OSzszLjFDcEg0CAVD6OQ', '3Isy6kedDrgPYoTS1dazA9']"
